"MTU (UTC)","Area","Actual Total Load (MW)","Day-ahead Total Load Forecast (MW)"
"01/06/2025 10:45 - 01/06/2025 11:00","BZN|DE-LU","45357.86","47955.48"
"01/06/2025 11:00 - 01/06/2025 11:15","BZN|DE-LU","45211.48","47482.13"
"01/06/2025 11:15 - 01/06/2025 11:30","BZN|DE-LU","44751.05","46949.22"
"01/06/2025 11:30 - 01/06/2025 11:45","BZN|DE-LU","43889.11","46695.12"
"01/06/2025 11:45 - 01/06/2025 12:00","BZN|DE-LU","43431.26","46416.64"
"01/06/2025 12:00 - 01/06/2025 12:15","BZN|DE-LU","43315.09","46193.68"
"01/06/2025 12:15 - 01/06/2025 12:30","BZN|DE-LU","42835.68","45881.82"
"01/06/2025 12:30 - 01/06/2025 12:45","BZN|DE-LU","42420.94","45447.81"
"01/06/2025 12:45 - 01/06/2025 13:00","BZN|DE-LU","41982.35","45227.18"
"01/06/2025 13:00 - 01/06/2025 13:15","BZN|DE-LU","42856.67","45161.10"
"01/06/2025 13:15 - 01/06/2025 13:30","BZN|DE-LU","42820.62","45110.82"
"01/06/2025 13:30 - 01/06/2025 13:45","BZN|DE-LU","43067.85","44897.76"
"01/06/2025 13:45 - 01/06/2025 14:00","BZN|DE-LU","42968.19","44866.69"
"01/06/2025 14:00 - 01/06/2025 14:15","BZN|DE-LU","43318.57","45174.90"
"01/06/2025 14:15 - 01/06/2025 14:30","BZN|DE-LU","43041.53","45036.21"
"01/06/2025 14:30 - 01/06/2025 14:45","BZN|DE-LU","43275.14","45041.14"
"01/06/2025 14:45 - 01/06/2025 15:00","BZN|DE-LU","43038.75","45358.03"
"01/06/2025 15:00 - 01/06/2025 15:15","BZN|DE-LU","44623.29","46329.94"
"01/06/2025 15:15 - 01/06/2025 15:30","BZN|DE-LU","45189.31","46300.48"
"01/06/2025 15:30 - 01/06/2025 15:45","BZN|DE-LU","45984.78","46145.51"
"01/06/2025 15:45 - 01/06/2025 16:00","BZN|DE-LU","46126.10","46691.85"
"01/06/2025 16:00 - 01/06/2025 16:15","BZN|DE-LU","46991.39","46853.68"
"01/06/2025 16:15 - 01/06/2025 16:30","BZN|DE-LU","47234.62","46945.75"
"01/06/2025 16:30 - 01/06/2025 16:45","BZN|DE-LU","47752.02","46839.64"
"01/06/2025 16:45 - 01/06/2025 17:00","BZN|DE-LU","47088.90","46756.73"
"01/06/2025 17:00 - 01/06/2025 17:15","BZN|DE-LU","47202.41","46717.46"
"01/06/2025 17:15 - 01/06/2025 17:30","BZN|DE-LU","46931.38","46637.67"
"01/06/2025 17:30 - 01/06/2025 17:45","BZN|DE-LU","46992.22","46728.06"
"01/06/2025 17:45 - 01/06/2025 18:00","BZN|DE-LU","46883.92","46547.39"
"01/06/2025 18:00 - 01/06/2025 18:15","BZN|DE-LU","46654.71","46569.69"
"01/06/2025 18:15 - 01/06/2025 18:30","BZN|DE-LU","46476.44","46399.50"
"01/06/2025 18:30 - 01/06/2025 18:45","BZN|DE-LU","46068.87","46197.58"
"01/06/2025 18:45 - 01/06/2025 19:00","BZN|DE-LU","45500.53","45845.14"
"01/06/2025 19:00 - 01/06/2025 19:15","BZN|DE-LU","45810.10","45770.49"
"01/06/2025 19:15 - 01/06/2025 19:30","BZN|DE-LU","45721.71","45685.82"
"01/06/2025 19:30 - 01/06/2025 19:45","BZN|DE-LU","46221.30","45369.83"
"01/06/2025 19:45 - 01/06/2025 20:00","BZN|DE-LU","46204.55","44949.04"
"01/06/2025 20:00 - 01/06/2025 20:15","BZN|DE-LU","45554.96","44858.63"
"01/06/2025 20:15 - 01/06/2025 20:30","BZN|DE-LU","45406.21","44420.54"
"01/06/2025 20:30 - 01/06/2025 20:45","BZN|DE-LU","45161.32","43838.62"
"01/06/2025 20:45 - 01/06/2025 21:00","BZN|DE-LU","44496.22","43360.60"
"01/06/2025 21:00 - 01/06/2025 21:15","BZN|DE-LU","43718.53","42753.01"
"01/06/2025 21:15 - 01/06/2025 21:30","BZN|DE-LU","42690.14","42261.58"
"01/06/2025 21:30 - 01/06/2025 21:45","BZN|DE-LU","42371.11","41744.80"
"01/06/2025 21:45 - 01/06/2025 22:00","BZN|DE-LU","42259.48","41237.95"
"01/06/2025 22:00 - 01/06/2025 22:15","BZN|DE-LU","41532.88","40873.51"
"01/06/2025 22:15 - 01/06/2025 22:30","BZN|DE-LU","40869.35","40542.37"
"01/06/2025 22:30 - 01/06/2025 22:45","BZN|DE-LU","40077.46","40356.60"
"01/06/2025 22:45 - 01/06/2025 23:00","BZN|DE-LU","39768.97","40044.99"
"01/06/2025 23:00 - 01/06/2025 23:15","BZN|DE-LU","39386.54","39846.44"
"01/06/2025 23:15 - 01/06/2025 23:30","BZN|DE-LU","39161.08","39622.56"
"01/06/2025 23:30 - 01/06/2025 23:45","BZN|DE-LU","39282.94","39393.77"
"01/06/2025 23:45 - 02/06/2025 00:00","BZN|DE-LU","39263.04","39224.39"
"02/06/2025 00:00 - 02/06/2025 00:15","BZN|DE-LU","38852.51","39167.24"
"02/06/2025 00:15 - 02/06/2025 00:30","BZN|DE-LU","38628.73","39149.24"
"02/06/2025 00:30 - 02/06/2025 00:45","BZN|DE-LU","38836.68","39217.99"
"02/06/2025 00:45 - 02/06/2025 01:00","BZN|DE-LU","38846.04","39260.15"
"02/06/2025 01:00 - 02/06/2025 01:15","BZN|DE-LU","39036.50","39407.74"
"02/06/2025 01:15 - 02/06/2025 01:30","BZN|DE-LU","39183.43","39496.14"
"02/06/2025 01:30 - 02/06/2025 01:45","BZN|DE-LU","39129.03","39702.60"
"02/06/2025 01:45 - 02/06/2025 02:00","BZN|DE-LU","39078.99","39965.96"
"02/06/2025 02:00 - 02/06/2025 02:15","BZN|DE-LU","39549.54","40120.51"
"02/06/2025 02:15 - 02/06/2025 02:30","BZN|DE-LU","39902.41","40521.80"
"02/06/2025 02:30 - 02/06/2025 02:45","BZN|DE-LU","40175.47","40940.66"
"02/06/2025 02:45 - 02/06/2025 03:00","BZN|DE-LU","40764.02","41493.49"
"02/06/2025 03:00 - 02/06/2025 03:15","BZN|DE-LU","41845.81","42630.70"
"02/06/2025 03:15 - 02/06/2025 03:30","BZN|DE-LU","42555.55","42907.75"
"02/06/2025 03:30 - 02/06/2025 03:45","BZN|DE-LU","43782.54","44746.87"
"02/06/2025 03:45 - 02/06/2025 04:00","BZN|DE-LU","45458.57","45912.85"
"02/06/2025 04:00 - 02/06/2025 04:15","BZN|DE-LU","48421.69","48312.08"
"02/06/2025 04:15 - 02/06/2025 04:30","BZN|DE-LU","50156.11","50234.65"
"02/06/2025 04:30 - 02/06/2025 04:45","BZN|DE-LU","51650.83","51943.21"
"02/06/2025 04:45 - 02/06/2025 05:00","BZN|DE-LU","53018.68","53501.37"
"02/06/2025 05:00 - 02/06/2025 05:15","BZN|DE-LU","54442.59","54395.25"
"02/06/2025 05:15 - 02/06/2025 05:30","BZN|DE-LU","55735.57","55329.02"
"02/06/2025 05:30 - 02/06/2025 05:45","BZN|DE-LU","56999.78","56618.94"
"02/06/2025 05:45 - 02/06/2025 06:00","BZN|DE-LU","57860.79","57483.48"
"02/06/2025 06:00 - 02/06/2025 06:15","BZN|DE-LU","58316.93","58427.95"
"02/06/2025 06:15 - 02/06/2025 06:30","BZN|DE-LU","59258.30","59194.98"
"02/06/2025 06:30 - 02/06/2025 06:45","BZN|DE-LU","59387.85","59910.08"
"02/06/2025 06:45 - 02/06/2025 07:00","BZN|DE-LU","58966.09","60211.56"
"02/06/2025 07:00 - 02/06/2025 07:15","BZN|DE-LU","58924.40","60193.21"
"02/06/2025 07:15 - 02/06/2025 07:30","BZN|DE-LU","59739.88","60288.39"
"02/06/2025 07:30 - 02/06/2025 07:45","BZN|DE-LU","60363.13","60829.30"
"02/06/2025 07:45 - 02/06/2025 08:00","BZN|DE-LU","59887.63","61376.86"
"02/06/2025 08:00 - 02/06/2025 08:15","BZN|DE-LU","59896.35","61469.32"
"02/06/2025 08:15 - 02/06/2025 08:30","BZN|DE-LU","60033.13","61719.87"
"02/06/2025 08:30 - 02/06/2025 08:45","BZN|DE-LU","60054.17","61883.67"
"02/06/2025 08:45 - 02/06/2025 09:00","BZN|DE-LU","60239.86","61960.56"
"02/06/2025 09:00 - 02/06/2025 09:15","BZN|DE-LU","60001.25","61856.65"
"02/06/2025 09:15 - 02/06/2025 09:30","BZN|DE-LU","60881.64","61982.59"
"02/06/2025 09:30 - 02/06/2025 09:45","BZN|DE-LU","60995.71","62216.74"
"02/06/2025 09:45 - 02/06/2025 10:00","BZN|DE-LU","61010.74","62119.89"
"02/06/2025 10:00 - 02/06/2025 10:15","BZN|DE-LU","60494.03","62006.68"
"02/06/2025 10:15 - 02/06/2025 10:30","BZN|DE-LU","61013.73","61584.26"
"02/06/2025 10:30 - 02/06/2025 10:45","BZN|DE-LU","61194.53","61735.16"
"02/06/2025 10:45 - 02/06/2025 11:00","BZN|DE-LU","61335.74","61366.92"
"02/06/2025 11:00 - 02/06/2025 11:15","BZN|DE-LU","60926.98","61015.08"
"02/06/2025 11:15 - 02/06/2025 11:30","BZN|DE-LU","59900.94","60895.55"
"02/06/2025 11:30 - 02/06/2025 11:45","BZN|DE-LU","59620.35","60567.24"
"02/06/2025 11:45 - 02/06/2025 12:00","BZN|DE-LU","59109.74","59950.44"
"02/06/2025 12:00 - 02/06/2025 12:15","BZN|DE-LU","58817.28","59816.08"
"02/06/2025 12:15 - 02/06/2025 12:30","BZN|DE-LU","58706.69","59538.14"
"02/06/2025 12:30 - 02/06/2025 12:45","BZN|DE-LU","58539.30","59217.40"
"02/06/2025 12:45 - 02/06/2025 13:00","BZN|DE-LU","58165.84","58968.75"
"02/06/2025 13:00 - 02/06/2025 13:15","BZN|DE-LU","58759.10","58339.10"
"02/06/2025 13:15 - 02/06/2025 13:30","BZN|DE-LU","58815.45","57938.59"
"02/06/2025 13:30 - 02/06/2025 13:45","BZN|DE-LU","58090.38","57343.68"
"02/06/2025 13:45 - 02/06/2025 14:00","BZN|DE-LU","57799.64","57150.65"
"02/06/2025 14:00 - 02/06/2025 14:15","BZN|DE-LU","58242.57","57226.20"
"02/06/2025 14:15 - 02/06/2025 14:30","BZN|DE-LU","57423.20","56694.16"
"02/06/2025 14:30 - 02/06/2025 14:45","BZN|DE-LU","57337.72","56670.44"
"02/06/2025 14:45 - 02/06/2025 15:00","BZN|DE-LU","57061.38","55924.00"
"02/06/2025 15:00 - 02/06/2025 15:15","BZN|DE-LU","57983.10","56067.36"
"02/06/2025 15:15 - 02/06/2025 15:30","BZN|DE-LU","58060.57","56447.28"
"02/06/2025 15:30 - 02/06/2025 15:45","BZN|DE-LU","58113.99","56322.47"
"02/06/2025 15:45 - 02/06/2025 16:00","BZN|DE-LU","57846.66","56379.82"
"02/06/2025 16:00 - 02/06/2025 16:15","BZN|DE-LU","58133.69","56771.46"
"02/06/2025 16:15 - 02/06/2025 16:30","BZN|DE-LU","57631.30","56869.96"
"02/06/2025 16:30 - 02/06/2025 16:45","BZN|DE-LU","57690.85","56975.62"
"02/06/2025 16:45 - 02/06/2025 17:00","BZN|DE-LU","57505.82","57055.43"
"02/06/2025 17:00 - 02/06/2025 17:15","BZN|DE-LU","57826.73","57034.39"
"02/06/2025 17:15 - 02/06/2025 17:30","BZN|DE-LU","57103.05","57180.43"
"02/06/2025 17:30 - 02/06/2025 17:45","BZN|DE-LU","56807.24","56828.92"
"02/06/2025 17:45 - 02/06/2025 18:00","BZN|DE-LU","56362.39","56860.65"
"02/06/2025 18:00 - 02/06/2025 18:15","BZN|DE-LU","55642.48","56248.89"
"02/06/2025 18:15 - 02/06/2025 18:30","BZN|DE-LU","54877.11","55619.04"
"02/06/2025 18:30 - 02/06/2025 18:45","BZN|DE-LU","54394.02","54954.52"
"02/06/2025 18:45 - 02/06/2025 19:00","BZN|DE-LU","53641.65","54370.14"
"02/06/2025 19:00 - 02/06/2025 19:15","BZN|DE-LU","52708.40","53720.94"
"02/06/2025 19:15 - 02/06/2025 19:30","BZN|DE-LU","52307.27","53301.72"
"02/06/2025 19:30 - 02/06/2025 19:45","BZN|DE-LU","52079.25","52796.18"
"02/06/2025 19:45 - 02/06/2025 20:00","BZN|DE-LU","51725.24","51983.40"
"02/06/2025 20:00 - 02/06/2025 20:15","BZN|DE-LU","51365.20","51036.75"
"02/06/2025 20:15 - 02/06/2025 20:30","BZN|DE-LU","50606.03","50346.91"
"02/06/2025 20:30 - 02/06/2025 20:45","BZN|DE-LU","49691.02","49261.74"
"02/06/2025 20:45 - 02/06/2025 21:00","BZN|DE-LU","49010.91","48481.39"
"02/06/2025 21:00 - 02/06/2025 21:15","BZN|DE-LU","48168.03","47594.43"
"02/06/2025 21:15 - 02/06/2025 21:30","BZN|DE-LU","47717.34","46861.22"
"02/06/2025 21:30 - 02/06/2025 21:45","BZN|DE-LU","46913.83","46139.79"
"02/06/2025 21:45 - 02/06/2025 22:00","BZN|DE-LU","46278.21","45504.52"
"02/06/2025 22:00 - 02/06/2025 22:15","BZN|DE-LU","45473.00","45224.90"
"02/06/2025 22:15 - 02/06/2025 22:30","BZN|DE-LU","44673.04","44525.45"
"02/06/2025 22:30 - 02/06/2025 22:45","BZN|DE-LU","43944.17","44078.13"
"02/06/2025 22:45 - 02/06/2025 23:00","BZN|DE-LU","43694.09","43901.08"
"02/06/2025 23:00 - 02/06/2025 23:15","BZN|DE-LU","43196.95","43335.23"
"02/06/2025 23:15 - 02/06/2025 23:30","BZN|DE-LU","42672.47","43149.83"
"02/06/2025 23:30 - 02/06/2025 23:45","BZN|DE-LU","42136.34","42790.39"
"02/06/2025 23:45 - 03/06/2025 00:00","BZN|DE-LU","42095.38","42671.56"
"03/06/2025 00:00 - 03/06/2025 00:15","BZN|DE-LU","42095.03","42204.02"
"03/06/2025 00:15 - 03/06/2025 00:30","BZN|DE-LU","41893.08","42134.38"
"03/06/2025 00:30 - 03/06/2025 00:45","BZN|DE-LU","41507.29","42023.92"
"03/06/2025 00:45 - 03/06/2025 01:00","BZN|DE-LU","41490.80","42152.45"
"03/06/2025 01:00 - 03/06/2025 01:15","BZN|DE-LU","41449.48","42205.27"
"03/06/2025 01:15 - 03/06/2025 01:30","BZN|DE-LU","41687.81","42366.38"
"03/06/2025 01:30 - 03/06/2025 01:45","BZN|DE-LU","41671.34","42559.41"
"03/06/2025 01:45 - 03/06/2025 02:00","BZN|DE-LU","41837.30","42589.98"
"03/06/2025 02:00 - 03/06/2025 02:15","BZN|DE-LU","42471.56","42860.57"
"03/06/2025 02:15 - 03/06/2025 02:30","BZN|DE-LU","42686.10","43154.88"
"03/06/2025 02:30 - 03/06/2025 02:45","BZN|DE-LU","43093.01","43543.22"
"03/06/2025 02:45 - 03/06/2025 03:00","BZN|DE-LU","43471.29","44099.49"
"03/06/2025 03:00 - 03/06/2025 03:15","BZN|DE-LU","44605.47","45056.29"
"03/06/2025 03:15 - 03/06/2025 03:30","BZN|DE-LU","44981.63","45111.98"
"03/06/2025 03:30 - 03/06/2025 03:45","BZN|DE-LU","45988.96","45612.83"
"03/06/2025 03:45 - 03/06/2025 04:00","BZN|DE-LU","47604.10","46793.68"
"03/06/2025 04:00 - 03/06/2025 04:15","BZN|DE-LU","49847.21","49052.25"
"03/06/2025 04:15 - 03/06/2025 04:30","BZN|DE-LU","51806.97","50727.93"
"03/06/2025 04:30 - 03/06/2025 04:45","BZN|DE-LU","53113.36","52362.86"
"03/06/2025 04:45 - 03/06/2025 05:00","BZN|DE-LU","54349.58","53952.40"
"03/06/2025 05:00 - 03/06/2025 05:15","BZN|DE-LU","55799.18","55445.47"
"03/06/2025 05:15 - 03/06/2025 05:30","BZN|DE-LU","57075.56","56803.48"
"03/06/2025 05:30 - 03/06/2025 05:45","BZN|DE-LU","58116.11","57872.78"
"03/06/2025 05:45 - 03/06/2025 06:00","BZN|DE-LU","58752.69","58794.65"
"03/06/2025 06:00 - 03/06/2025 06:15","BZN|DE-LU","59091.40","59661.26"
"03/06/2025 06:15 - 03/06/2025 06:30","BZN|DE-LU","59956.57","60315.42"
"03/06/2025 06:30 - 03/06/2025 06:45","BZN|DE-LU","60342.92","60881.50"
"03/06/2025 06:45 - 03/06/2025 07:00","BZN|DE-LU","60594.69","61336.22"
"03/06/2025 07:00 - 03/06/2025 07:15","BZN|DE-LU","59101.62","61355.70"
"03/06/2025 07:15 - 03/06/2025 07:30","BZN|DE-LU","59566.91","61312.80"
"03/06/2025 07:30 - 03/06/2025 07:45","BZN|DE-LU","59899.24","61803.17"
"03/06/2025 07:45 - 03/06/2025 08:00","BZN|DE-LU","60345.38","62336.10"
"03/06/2025 08:00 - 03/06/2025 08:15","BZN|DE-LU","59306.78","62378.00"
"03/06/2025 08:15 - 03/06/2025 08:30","BZN|DE-LU","59836.74","62421.38"
"03/06/2025 08:30 - 03/06/2025 08:45","BZN|DE-LU","60033.91","62659.03"
"03/06/2025 08:45 - 03/06/2025 09:00","BZN|DE-LU","60081.85","62800.53"
"03/06/2025 09:00 - 03/06/2025 09:15","BZN|DE-LU","59669.83","62729.45"
"03/06/2025 09:15 - 03/06/2025 09:30","BZN|DE-LU","59690.88","62727.33"
"03/06/2025 09:30 - 03/06/2025 09:45","BZN|DE-LU","59833.86","63069.11"
"03/06/2025 09:45 - 03/06/2025 10:00","BZN|DE-LU","59680.31","63236.63"
"03/06/2025 10:00 - 03/06/2025 10:15","BZN|DE-LU","59382.99","63017.16"
"03/06/2025 10:15 - 03/06/2025 10:30","BZN|DE-LU","58729.81","62641.91"
"03/06/2025 10:30 - 03/06/2025 10:45","BZN|DE-LU","58405.69","62618.49"
"03/06/2025 10:45 - 03/06/2025 11:00","BZN|DE-LU","58777.30","62330.75"
"03/06/2025 11:00 - 03/06/2025 11:15","BZN|DE-LU","58917.80","61791.84"
"03/06/2025 11:15 - 03/06/2025 11:30","BZN|DE-LU","58029.91","61592.78"
"03/06/2025 11:30 - 03/06/2025 11:45","BZN|DE-LU","57814.74","61095.18"
"03/06/2025 11:45 - 03/06/2025 12:00","BZN|DE-LU","57589.88","60710.87"
"03/06/2025 12:00 - 03/06/2025 12:15","BZN|DE-LU","56923.98","60696.89"
"03/06/2025 12:15 - 03/06/2025 12:30","BZN|DE-LU","56734.86","60272.54"
"03/06/2025 12:30 - 03/06/2025 12:45","BZN|DE-LU","56706.41","60071.31"
"03/06/2025 12:45 - 03/06/2025 13:00","BZN|DE-LU","56922.14","59606.31"
"03/06/2025 13:00 - 03/06/2025 13:15","BZN|DE-LU","56840.94","59521.20"
"03/06/2025 13:15 - 03/06/2025 13:30","BZN|DE-LU","56842.72","58965.85"
"03/06/2025 13:30 - 03/06/2025 13:45","BZN|DE-LU","56909.08","58653.69"
"03/06/2025 13:45 - 03/06/2025 14:00","BZN|DE-LU","56847.63","58344.33"
"03/06/2025 14:00 - 03/06/2025 14:15","BZN|DE-LU","57846.83","58326.11"
"03/06/2025 14:15 - 03/06/2025 14:30","BZN|DE-LU","56977.13","58058.34"
"03/06/2025 14:30 - 03/06/2025 14:45","BZN|DE-LU","56500.75","57916.55"
"03/06/2025 14:45 - 03/06/2025 15:00","BZN|DE-LU","55941.54","57501.60"
"03/06/2025 15:00 - 03/06/2025 15:15","BZN|DE-LU","57006.28","57792.27"
"03/06/2025 15:15 - 03/06/2025 15:30","BZN|DE-LU","57387.28","58146.41"
"03/06/2025 15:30 - 03/06/2025 15:45","BZN|DE-LU","57470.07","57191.61"
"03/06/2025 15:45 - 03/06/2025 16:00","BZN|DE-LU","57019.66","57347.77"
"03/06/2025 16:00 - 03/06/2025 16:15","BZN|DE-LU","58944.92","57591.80"
"03/06/2025 16:15 - 03/06/2025 16:30","BZN|DE-LU","58694.51","57475.88"
"03/06/2025 16:30 - 03/06/2025 16:45","BZN|DE-LU","58887.72","57319.68"
"03/06/2025 16:45 - 03/06/2025 17:00","BZN|DE-LU","58696.58","57442.09"
"03/06/2025 17:00 - 03/06/2025 17:15","BZN|DE-LU","59507.21","57282.14"
"03/06/2025 17:15 - 03/06/2025 17:30","BZN|DE-LU","59187.81","57320.83"
"03/06/2025 17:30 - 03/06/2025 17:45","BZN|DE-LU","58680.58","57034.32"
"03/06/2025 17:45 - 03/06/2025 18:00","BZN|DE-LU","58161.87","56786.66"
"03/06/2025 18:00 - 03/06/2025 18:15","BZN|DE-LU","57286.68","56242.19"
"03/06/2025 18:15 - 03/06/2025 18:30","BZN|DE-LU","56247.99","56110.62"
"03/06/2025 18:30 - 03/06/2025 18:45","BZN|DE-LU","55514.91","55437.24"
"03/06/2025 18:45 - 03/06/2025 19:00","BZN|DE-LU","55210.49","55181.21"
"03/06/2025 19:00 - 03/06/2025 19:15","BZN|DE-LU","54724.35","54657.18"
"03/06/2025 19:15 - 03/06/2025 19:30","BZN|DE-LU","54401.50","54016.54"
"03/06/2025 19:30 - 03/06/2025 19:45","BZN|DE-LU","54680.85","53387.33"
"03/06/2025 19:45 - 03/06/2025 20:00","BZN|DE-LU","54368.78","52763.00"
"03/06/2025 20:00 - 03/06/2025 20:15","BZN|DE-LU","53427.22","52130.32"
"03/06/2025 20:15 - 03/06/2025 20:30","BZN|DE-LU","53005.49","51223.35"
"03/06/2025 20:30 - 03/06/2025 20:45","BZN|DE-LU","52008.74","50403.63"
"03/06/2025 20:45 - 03/06/2025 21:00","BZN|DE-LU","50688.72","49543.18"
"03/06/2025 21:00 - 03/06/2025 21:15","BZN|DE-LU","49737.21","48650.36"
"03/06/2025 21:15 - 03/06/2025 21:30","BZN|DE-LU","48542.69","47828.61"
"03/06/2025 21:30 - 03/06/2025 21:45","BZN|DE-LU","47685.00","47014.81"
"03/06/2025 21:45 - 03/06/2025 22:00","BZN|DE-LU","47102.76","46370.83"
"03/06/2025 22:00 - 03/06/2025 22:15","BZN|DE-LU","46036.89","45953.17"
"03/06/2025 22:15 - 03/06/2025 22:30","BZN|DE-LU","45858.11","45367.73"
"03/06/2025 22:30 - 03/06/2025 22:45","BZN|DE-LU","45801.13","44812.80"
"03/06/2025 22:45 - 03/06/2025 23:00","BZN|DE-LU","45456.82","44446.26"
"03/06/2025 23:00 - 03/06/2025 23:15","BZN|DE-LU","44511.90","44284.84"
"03/06/2025 23:15 - 03/06/2025 23:30","BZN|DE-LU","43769.65","43982.16"
"03/06/2025 23:30 - 03/06/2025 23:45","BZN|DE-LU","43800.98","43550.91"
"03/06/2025 23:45 - 04/06/2025 00:00","BZN|DE-LU","43559.27","43525.44"
"04/06/2025 00:00 - 04/06/2025 00:15","BZN|DE-LU","43088.78","43118.62"
"04/06/2025 00:15 - 04/06/2025 00:30","BZN|DE-LU","43144.25","42946.98"
"04/06/2025 00:30 - 04/06/2025 00:45","BZN|DE-LU","43442.88","42955.65"
"04/06/2025 00:45 - 04/06/2025 01:00","BZN|DE-LU","43215.07","43284.46"
"04/06/2025 01:00 - 04/06/2025 01:15","BZN|DE-LU","43286.54","43020.92"
"04/06/2025 01:15 - 04/06/2025 01:30","BZN|DE-LU","43173.47","43044.34"
"04/06/2025 01:30 - 04/06/2025 01:45","BZN|DE-LU","43270.33","43112.84"
"04/06/2025 01:45 - 04/06/2025 02:00","BZN|DE-LU","43491.03","43292.99"
"04/06/2025 02:00 - 04/06/2025 02:15","BZN|DE-LU","43403.12","43566.55"
"04/06/2025 02:15 - 04/06/2025 02:30","BZN|DE-LU","43552.68","44021.82"
"04/06/2025 02:30 - 04/06/2025 02:45","BZN|DE-LU","43734.52","44437.05"
"04/06/2025 02:45 - 04/06/2025 03:00","BZN|DE-LU","44559.15","45140.84"
"04/06/2025 03:00 - 04/06/2025 03:15","BZN|DE-LU","44767.17","45947.93"
"04/06/2025 03:15 - 04/06/2025 03:30","BZN|DE-LU","44942.01","46144.92"
"04/06/2025 03:30 - 04/06/2025 03:45","BZN|DE-LU","45914.56","46470.37"
"04/06/2025 03:45 - 04/06/2025 04:00","BZN|DE-LU","47548.03","47311.00"
"04/06/2025 04:00 - 04/06/2025 04:15","BZN|DE-LU","50334.97","49558.43"
"04/06/2025 04:15 - 04/06/2025 04:30","BZN|DE-LU","52040.52","51476.48"
"04/06/2025 04:30 - 04/06/2025 04:45","BZN|DE-LU","53337.52","52788.23"
"04/06/2025 04:45 - 04/06/2025 05:00","BZN|DE-LU","54407.60","54205.14"
"04/06/2025 05:00 - 04/06/2025 05:15","BZN|DE-LU","55939.27","55443.64"
"04/06/2025 05:15 - 04/06/2025 05:30","BZN|DE-LU","57658.12","56657.31"
"04/06/2025 05:30 - 04/06/2025 05:45","BZN|DE-LU","58913.07","58101.64"
"04/06/2025 05:45 - 04/06/2025 06:00","BZN|DE-LU","59824.53","59006.28"
"04/06/2025 06:00 - 04/06/2025 06:15","BZN|DE-LU","61171.35","59892.45"
"04/06/2025 06:15 - 04/06/2025 06:30","BZN|DE-LU","62394.77","60350.65"
"04/06/2025 06:30 - 04/06/2025 06:45","BZN|DE-LU","62642.83","61243.61"
"04/06/2025 06:45 - 04/06/2025 07:00","BZN|DE-LU","62251.38","61452.63"
"04/06/2025 07:00 - 04/06/2025 07:15","BZN|DE-LU","60581.35","61501.29"
"04/06/2025 07:15 - 04/06/2025 07:30","BZN|DE-LU","61022.32","61554.93"
"04/06/2025 07:30 - 04/06/2025 07:45","BZN|DE-LU","61635.20","62229.26"
"04/06/2025 07:45 - 04/06/2025 08:00","BZN|DE-LU","61573.95","62734.18"
"04/06/2025 08:00 - 04/06/2025 08:15","BZN|DE-LU","61516.48","63045.40"
"04/06/2025 08:15 - 04/06/2025 08:30","BZN|DE-LU","61850.85","63009.34"
"04/06/2025 08:30 - 04/06/2025 08:45","BZN|DE-LU","62566.38","62935.71"
"04/06/2025 08:45 - 04/06/2025 09:00","BZN|DE-LU","62863.62","63255.87"
"04/06/2025 09:00 - 04/06/2025 09:15","BZN|DE-LU","62025.97","63091.45"
"04/06/2025 09:15 - 04/06/2025 09:30","BZN|DE-LU","62666.42","62838.59"
"04/06/2025 09:30 - 04/06/2025 09:45","BZN|DE-LU","62938.85","63170.63"
"04/06/2025 09:45 - 04/06/2025 10:00","BZN|DE-LU","63177.78","63497.34"
"04/06/2025 10:00 - 04/06/2025 10:15","BZN|DE-LU","62595.91","63224.69"
"04/06/2025 10:15 - 04/06/2025 10:30","BZN|DE-LU","63166.92","62798.03"
"04/06/2025 10:30 - 04/06/2025 10:45","BZN|DE-LU","63650.13","62683.41"
"04/06/2025 10:45 - 04/06/2025 11:00","BZN|DE-LU","64082.35","62599.32"
"04/06/2025 11:00 - 04/06/2025 11:15","BZN|DE-LU","63535.58","62163.88"
"04/06/2025 11:15 - 04/06/2025 11:30","BZN|DE-LU","62733.79","61878.91"
"04/06/2025 11:30 - 04/06/2025 11:45","BZN|DE-LU","61741.70","61548.34"
"04/06/2025 11:45 - 04/06/2025 12:00","BZN|DE-LU","60712.97","61325.26"
"04/06/2025 12:00 - 04/06/2025 12:15","BZN|DE-LU","60623.58","60972.64"
"04/06/2025 12:15 - 04/06/2025 12:30","BZN|DE-LU","60985.21","60600.21"
"04/06/2025 12:30 - 04/06/2025 12:45","BZN|DE-LU","60813.17","59986.05"
"04/06/2025 12:45 - 04/06/2025 13:00","BZN|DE-LU","60125.73","59496.60"
"04/06/2025 13:00 - 04/06/2025 13:15","BZN|DE-LU","59840.75","59586.67"
"04/06/2025 13:15 - 04/06/2025 13:30","BZN|DE-LU","59637.43","59122.14"
"04/06/2025 13:30 - 04/06/2025 13:45","BZN|DE-LU","59363.22","58941.49"
"04/06/2025 13:45 - 04/06/2025 14:00","BZN|DE-LU","58327.66","58497.42"
"04/06/2025 14:00 - 04/06/2025 14:15","BZN|DE-LU","58899.12","58585.78"
"04/06/2025 14:15 - 04/06/2025 14:30","BZN|DE-LU","58348.31","58453.70"
